Property_ID,Host_ID,Property_Type,Room_Type,Location_City,Location_Country,No_of_Bedrooms,No_of_Bathrooms,Amenities,Price_per_Night
863,65,Apartment,Entire place,Smithport,Oman,1,3,"fight, space, much, project, new",278.53
864,122,Apartment,Private room,Port Zachary,Guam,4,2,"road, yes, believe, fast, guy",992.79
865,260,House,Shared room,North Matthewview,New Zealand,5,2,"society, coach, sell, PM, study",84.31
866,160,House,Entire place,Murphytown,Aruba,5,1,"field, program, song, player, wonder",262.03
867,158,Studio,Entire place,West Christopher,Chad,5,1,"away, argue, southern, arrive, last",987.3
868,25,Studio,Entire place,Bernardstad,Cocos (Keeling) Islands,2,2,"test, total, study, sister, only",466.04
869,244,Villa,Entire place,Danielview,Micronesia,5,2,"near, simple, draw, explain, down",274.48
870,247,Apartment,Shared room,Reginaldberg,Holy See (Vatican City State),5,3,"past, enjoy, particularly, three, artist",365.91
871,164,Villa,Shared room,Lindafort,Puerto Rico,5,2,"order, father, figure, plan, environment",818.92
872,291,Studio,Shared room,Thomasside,Ireland,2,1,"imagine, south, believe, music, peace",722.53
873,40,Villa,Shared room,Lake Michaelton,Saint Vincent and the Grenadines,5,3,"attention, test, environment, very, cultural",779.16
874,156,House,Private room,New Luisstad,Mongolia,3,2,"both, open, agency, discover, strategy",963.94
875,81,Studio,Entire place,East Benjaminmouth,Kenya,1,1,"cover, course, social, condition, lawyer",627.51
876,69,House,Shared room,North Andrew,Mexico,5,2,"civil, couple, interesting, now, professor",783.78
877,273,House,Entire place,North Susanburgh,Philippines,3,3,"mind, chair, full, budget, less",343.95
878,103,House,Private room,Lake Vanessaview,Nigeria,3,3,"try, thank, activity, after, different",654.07
879,132,Studio,Entire place,South Claudia,Ghana,1,2,"middle, memory, market, take, happy",604.87
880,195,Studio,Private room,Justinton,Falkland Islands (Malvinas),3,2,"on, watch, country, hold, able",203.67
881,276,Apartment,Shared room,East Erica,Australia,3,2,"room, current, example, focus, debate",536.15
882,298,Apartment,Shared room,East Stevenport,Bosnia and Herzegovina,1,2,"bring, thank, yard, raise, much",133.3
883,137,House,Entire place,North Anthonyborough,Sierra Leone,5,1,"collection, senior, cup, check, spend",384.91
884,247,House,Shared room,Hamiltonberg,Nauru,5,2,"heavy, commercial, through, run, peace",923.42
885,263,Apartment,Shared room,Catherineside,Moldova,4,2,"successful, develop, meeting, last, test",836.21
886,116,Apartment,Entire place,New Luismouth,Turkey,1,1,"condition, run, difference, show, heavy",362.66
887,6,Apartment,Entire place,Curtisberg,Egypt,2,3,"education, hear, quality, parent, manager",187.31
888,196,Apartment,Private room,Hoffmanfort,Chile,3,1,"store, always, book, drug, here",664.5
889,26,House,Private room,Kathrynview,Malta,4,3,"order, point, reflect, office, college",568.39
890,179,Villa,Private room,Brewerside,Gabon,1,3,"before, tree, off, kitchen, day",62.35
891,182,Villa,Shared room,Marialand,Heard Island and McDonald Islands,1,3,"commercial, grow, itself, town, discuss",498.79
892,253,Studio,Entire place,Walkerton,Saint Lucia,5,1,"themselves, house, easy, identify, common",869.41
893,30,Studio,Shared room,East Courtney,Malaysia,1,3,"likely, speak, claim, believe, energy",324.72
894,4,Villa,Shared room,Lake Robert,Estonia,5,1,"one, project, year, adult, from",107.7
895,12,Villa,Shared room,Port Josephland,Jamaica,1,2,"eight, suffer, reason, particular, security",336.09
896,18,Apartment,Private room,Lake Amberstad,Turkey,3,1,"customer, hour, wall, form, that",267.41
897,11,Villa,Shared room,South Bradley,Bolivia,2,2,"item, themselves, and, may, pretty",837.5
898,215,House,Private room,West Matthew,Holy See (Vatican City State),4,1,"large, enter, during, part, look",314.74
899,46,Studio,Private room,East Sherri,Bahrain,4,2,"would, majority, firm, strategy, air",680.42
900,189,Studio,Shared room,Port Nicholas,Bouvet Island (Bouvetoya),5,2,"eat, factor, suffer, discuss, newspaper",509.0
901,256,House,Shared room,South Paula,Bhutan,2,2,"stock, raise, nothing, account, Democrat",618.73
902,209,Villa,Shared room,Ryanmouth,Peru,5,2,"age, through, sport, easy, window",429.73
903,214,House,Private room,North Amanda,Afghanistan,3,1,"somebody, ready, might, world, evidence",893.69
904,121,House,Entire place,Lake Sara,Syrian Arab Republic,5,2,"from, boy, care, serious, movement",658.55
905,75,Villa,Entire place,South Michael,San Marino,4,2,"billion, should, mention, create, adult",173.78
906,208,Villa,Private room,Angelahaven,Norway,2,2,"wrong, family, candidate, these, through",472.08
907,84,Studio,Private room,West Jacqueline,Belgium,4,3,"without, a, family, today, face",268.92
908,238,Apartment,Shared room,Aguilarfort,Korea,4,2,"early, international, magazine, knowledge, ball",807.85
909,160,Villa,Private room,Ortizfurt,Spain,2,2,"realize, final, office, sort, amount",217.81
910,8,House,Shared room,West Aaronmouth,United Kingdom,2,3,"practice, natural, tend, last, job",836.14
911,227,Apartment,Private room,Albertfurt,Estonia,1,1,"consumer, wide, apply, whom, carry",547.21
912,119,Villa,Shared room,Paulville,Russian Federation,5,1,"everything, sure, specific, mother, ago",417.35
913,248,Studio,Shared room,Lake Julie,United Kingdom,4,2,"discussion, start, decide, inside, network",334.69
914,199,Villa,Shared room,Lake Sheliamouth,United States Minor Outlying Islands,2,1,"should, language, surface, animal, true",731.51
915,58,House,Private room,Lake Andrew,Jersey,1,3,"strategy, far, laugh, travel, truth",146.36
916,60,Villa,Private room,Jennifertown,Argentina,4,2,"hair, Mrs, wear, product, pattern",640.44
917,17,Studio,Private room,Lake Anna,Antarctica (the territory South of 60 deg S),3,1,"hot, citizen, follow, item, enjoy",324.06
918,17,Apartment,Private room,Daniellehaven,Isle of Man,1,2,"what, against, condition, piece, short",104.31
919,199,Villa,Entire place,Jordanchester,Togo,4,2,"rock, him, staff, stay, cause",677.12
920,82,House,Entire place,Fischerberg,Honduras,5,2,"provide, around, physical, window, main",665.2
921,163,Apartment,Private room,Bryanland,Eritrea,4,2,"certainly, action, certainly, conference, agree",736.86
922,256,House,Shared room,Thompsonview,Thailand,5,2,"second, him, artist, camera, draw",73.71
923,81,Apartment,Shared room,Frederickshire,Colombia,4,2,"real, fact, off, fear, none",163.07
924,17,Villa,Private room,East Kelly,Cameroon,5,3,"tax, more, end, dinner, wife",275.17
925,134,Studio,Entire place,Michellehaven,Guinea,3,2,"worker, notice, key, fly, close",292.68
926,288,Apartment,Private room,New Tylerport,Bulgaria,5,1,"sell, continue, morning, modern, him",184.31
927,71,House,Private room,Williamfort,Nigeria,3,1,"professor, add, own, meet, up",213.56
928,169,Apartment,Private room,East Brandonburgh,Nauru,1,1,"notice, public, campaign, institution, exactly",666.21
929,58,Apartment,Private room,West Sarah,Namibia,3,1,"word, perform, then, draw, TV",608.05
930,48,Studio,Entire place,Lake Lauraville,Saint Pierre and Miquelon,3,1,"democratic, travel, central, establish, fast",147.75
931,84,House,Private room,Ericland,Kenya,5,3,"least, keep, down, peace, six",674.42
932,202,House,Private room,New Olivialand,Somalia,3,3,"fly, good, page, own, quality",901.04
933,268,Studio,Shared room,Baileyshire,Bouvet Island (Bouvetoya),5,2,"popular, pay, head, half, simple",835.08
934,264,Studio,Entire place,Hernandezhaven,Aruba,4,3,"particularly, line, about, sure, imagine",304.34
935,61,Studio,Entire place,New Dillon,Lesotho,2,1,"store, difference, wife, arrive, know",292.13
936,195,Villa,Shared room,South Richard,Guinea,2,1,"stock, modern, sense, other, avoid",633.18
937,123,Apartment,Entire place,North Codybury,Nigeria,3,3,"medical, support, six, military, authority",392.84
938,63,Apartment,Private room,New Melissa,Japan,1,2,"office, enough, shoulder, current, eat",524.14
939,127,House,Entire place,South Jeremyport,Azerbaijan,5,3,"road, machine, use, leader, indeed",272.72
940,153,Apartment,Private room,Teresaland,Guinea-Bissau,2,3,"truth, do, early, present, new",205.95
941,53,Apartment,Private room,Donland,French Polynesia,5,3,"lead, itself, both, blue, itself",951.66
942,12,Studio,Entire place,Derrickshire,Turkmenistan,5,2,"make, Congress, our, degree, middle",737.57
943,285,House,Entire place,Port Jasonshire,United Arab Emirates,4,3,"accept, catch, bar, city, also",91.74
944,60,Studio,Entire place,Lake Michaelfort,Comoros,5,2,"game, vote, thought, walk, public",177.01
945,94,Apartment,Private room,Rebeccachester,Azerbaijan,4,2,"same, likely, leg, yourself, thank",160.93
946,51,Studio,Shared room,West Paulhaven,Kiribati,5,3,"catch, outside, member, me, minute",201.79
947,138,Villa,Entire place,Stephenschester,Estonia,3,2,"only, beat, push, claim, effect",192.51
948,9,Apartment,Private room,Romeroshire,Turks and Caicos Islands,4,2,"kid, line, crime, economy, material",722.72
949,280,Apartment,Shared room,South Jamie,Mongolia,2,1,"tonight, mouth, sell, second, third",740.91
950,191,Apartment,Shared room,Lake Emilyport,Israel,5,1,"responsibility, begin, central, risk, land",330.5
951,159,House,Private room,Hillborough,Macao,4,2,"far, this, most, blue, peace",373.79
952,67,Apartment,Shared room,East Jamieberg,Martinique,2,2,"power, serious, include, outside, likely",914.83
953,171,Studio,Private room,Chavezberg,Aruba,4,2,"college, project, pass, see, move",390.37
954,36,Studio,Shared room,New Kristinehaven,Greenland,4,2,"decision, run, military, room, agent",710.59
955,245,Villa,Shared room,West Victoria,Seychelles,2,3,"thousand, low, what, common, leave",645.3
956,146,Apartment,Entire place,Port Melissa,Hong Kong,4,2,"section, between, industry, reduce, involve",264.28
957,147,Villa,Shared room,West Charles,Bahrain,5,1,"member, trip, machine, under, hard",706.21
958,299,Studio,Entire place,Chandlermouth,Haiti,3,1,"street, trouble, across, toward, into",466.09
959,229,Studio,Entire place,North Lawrenceside,United States Virgin Islands,3,1,"money, consumer, without, discussion, body",910.84
960,150,Studio,Private room,North Jacquelineberg,Egypt,5,2,"share, product, painting, name, mention",867.14
961,198,Studio,Entire place,Mooremouth,Guinea-Bissau,3,1,"TV, well, ability, room, for",867.24
962,292,House,Entire place,Brentton,Pakistan,1,2,"room, interview, more, third, power",408.78
963,294,Studio,Private room,Port Michaelburgh,Solomon Islands,2,1,"decide, full, staff, month, who",841.91
964,292,Apartment,Private room,Tiffanyberg,Bouvet Island (Bouvetoya),2,2,"go, rule, final, decision, both",803.55
965,291,Studio,Entire place,North Mary,Bouvet Island (Bouvetoya),5,2,"very, heavy, indeed, could, need",871.75
966,277,House,Entire place,South Timothy,Syrian Arab Republic,3,2,"morning, often, whether, evening, us",857.54
967,183,Studio,Entire place,West Rebecca,Nauru,3,2,"sign, see, sing, pull, order",118.26
968,57,Apartment,Private room,Port Ashleyhaven,Bouvet Island (Bouvetoya),1,1,"continue, force, anyone, above, color",827.52
969,129,House,Shared room,Lake Markville,Uzbekistan,3,3,"face, despite, than, be, that",787.01
970,137,Studio,Entire place,New Katherinetown,Belize,4,1,"style, music, drug, strong, serious",138.26
971,62,Apartment,Shared room,South Nicole,Belize,1,2,"against, walk, easy, new, kind",957.08
972,122,Villa,Entire place,East Gabrielle,Cocos (Keeling) Islands,4,3,"though, another, talk, couple, project",127.38
973,51,Villa,Shared room,Boydhaven,Zimbabwe,3,3,"may, light, produce, on, west",274.82
974,116,Villa,Private room,New Caroline,Papua New Guinea,1,3,"ask, argue, box, audience, local",108.15
975,217,Apartment,Shared room,East Alishafort,Belgium,1,1,"agreement, might, kid, student, fish",510.08
976,45,Villa,Entire place,Huntberg,British Indian Ocean Territory (Chagos Archipelago),1,2,"picture, market, require, education, base",661.92
977,57,Studio,Entire place,West Carrie,Guinea,4,2,"scene, drop, artist, bank, only",644.39
978,49,House,Shared room,Wilsonshire,Colombia,3,1,"not, else, goal, police, campaign",378.22
979,171,Apartment,Entire place,New Rachaelborough,Japan,4,1,"turn, goal, paper, well, page",880.09
980,96,House,Shared room,Port Anna,Norway,2,1,"produce, teach, community, pretty, like",177.95
981,255,Studio,Private room,Elizabethburgh,Romania,2,1,"mother, perform, class, note, protect",377.87
982,147,Studio,Private room,New Toddmouth,Tuvalu,3,1,"add, late, bag, peace, eight",972.77
983,82,Apartment,Private room,Jacobport,Malaysia,4,1,"both, century, test, author, new",175.4
984,166,Villa,Private room,Strongport,Holy See (Vatican City State),5,2,"already, president, single, north, reason",921.32
985,208,Studio,Entire place,Stricklandberg,Kazakhstan,4,2,"trial, strong, account, year, nice",925.89
986,296,Villa,Entire place,Watsonstad,Congo,1,3,"staff, imagine, walk, minute, nothing",565.06
987,11,Apartment,Entire place,Dixonberg,Marshall Islands,4,1,"beat, fear, official, friend, form",315.99
988,274,Studio,Private room,West Wesleyview,Slovakia (Slovak Republic),1,3,"character, information, project, history, difference",217.83
989,181,Villa,Private room,Rodriguezbury,Malaysia,2,2,"very, address, fear, end, born",442.8
990,226,Studio,Entire place,Clarkberg,Bhutan,3,1,"research, else, simply, class, some",989.78
991,276,Apartment,Private room,South Michael,Burundi,4,3,"not, within, personal, crime, morning",745.27
992,74,Villa,Private room,North Paul,Lesotho,4,3,"thousand, front, structure, relate, create",759.74
993,1,House,Shared room,Feliciabury,New Zealand,2,1,"their, but, senior, work, maintain",154.77
994,9,Villa,Private room,Fullerburgh,Czech Republic,5,2,"why, behavior, project, force, race",789.83
995,71,Studio,Private room,Port Stephanie,Korea,2,3,"indeed, likely, foreign, suddenly, instead",207.63
996,49,Apartment,Private room,New Davidmouth,Sri Lanka,3,3,"operation, hair, last, life, individual",511.5
997,149,House,Entire place,Lake Thomasberg,Canada,1,2,"yet, site, available, small, heart",931.02
998,135,Villa,Private room,West Haleyland,Comoros,4,3,"leave, find, foreign, explain, process",674.86
999,246,Studio,Private room,South Cassandraland,Mongolia,4,2,"sit, common, better, live, trade",721.26
1000,228,Apartment,Shared room,New Jennifer,Saint Barthelemy,4,3,"word, hour, anything, lawyer, up",459.01
1001,264,Apartment,Shared room,Youngmouth,Luxembourg,4,3,"between, why, chair, affect, book",196.86
1002,12,House,Shared room,South Dorothytown,Central African Republic,4,1,"that, official, issue, war, million",982.8
1003,258,House,Entire place,Martinezhaven,Pitcairn Islands,2,2,"state, usually, law, phone, history",682.16
1004,128,House,Shared room,New Jasonland,Saint Pierre and Miquelon,3,2,"boy, kitchen, speak, team, another",247.01
1005,24,Apartment,Private room,Harveyside,Myanmar,3,2,"usually, face, any, blue, level",513.88
1006,180,Studio,Shared room,West Angela,Iceland,1,2,"agency, later, and, experience, material",695.58
1007,244,Villa,Entire place,North Kathystad,Maldives,3,1,"air, individual, stay, range, nearly",593.43
1008,54,Villa,Shared room,Lake Lisaton,Guernsey,1,2,"get, drop, plan, watch, if",253.65
1009,129,Apartment,Private room,Robinsonburgh,Argentina,2,1,"hard, north, material, local, staff",147.24
1010,254,Studio,Shared room,Port Jennifershire,Yemen,4,3,"article, article, necessary, start, decade",829.12
1011,2,Apartment,Private room,Susanton,Denmark,4,3,"sound, entire, adult, add, these",798.84
1012,174,Apartment,Entire place,Lake April,Somalia,5,2,"make, clear, again, event, great",567.57
1013,12,Studio,Entire place,Edwardsbury,Jersey,3,1,"trade, gun, either, realize, fall",465.21
1014,164,House,Shared room,Nguyenville,India,2,1,"life, there, walk, let, something",620.32
1015,208,Villa,Private room,Julietown,Tonga,2,1,"control, someone, heavy, individual, thousand",69.37
1016,254,Apartment,Private room,Bairdville,British Virgin Islands,1,3,"director, against, front, fast, drug",805.39
1017,29,Villa,Shared room,Port Ericaborough,Argentina,2,3,"half, truth, investment, gas, culture",174.1
1018,53,Villa,Private room,Jordanborough,Zimbabwe,2,2,"condition, next, seven, consumer, interest",350.18
1019,218,Apartment,Shared room,Davisberg,Albania,2,3,"nor, process, Congress, range, ahead",599.3
1020,238,Apartment,Shared room,East Sandra,Canada,3,3,"include, military, red, you, would",72.32
1021,198,Apartment,Private room,Thomasmouth,Marshall Islands,5,1,"occur, tell, power, manage, small",618.52
1022,34,House,Private room,Patelmouth,Cook Islands,4,1,"during, company, continue, win, reach",530.51
1023,182,Villa,Private room,Sarahberg,Luxembourg,1,1,"or, wear, pattern, second, feeling",166.17
1024,236,Villa,Private room,Alexfurt,Guadeloupe,3,1,"affect, important, soon, development, only",519.62
1025,228,Villa,Shared room,Port Cynthiatown,Saint Pierre and Miquelon,2,2,"try, take, almost, ask, election",406.79
1026,29,Villa,Entire place,New Willie,Central African Republic,2,3,"bar, key, personal, thus, least",415.7
1027,59,Apartment,Private room,Port Brendafurt,Tajikistan,3,3,"reduce, response, level, treat, game",596.89
1028,54,Studio,Shared room,Eduardoshire,Angola,3,1,"along, from, situation, stand, stand",566.7
1029,170,Studio,Private room,Andersonshire,Ecuador,1,2,"station, simply, lawyer, standard, have",627.77
1030,39,Apartment,Entire place,North Shawnton,Uganda,4,1,"century, explain, onto, draw, low",422.38
1031,128,Villa,Private room,New Patriciachester,Taiwan,3,2,"challenge, special, data, finish, town",394.54
1032,199,House,Private room,South Andrewton,Liechtenstein,4,1,"federal, network, she, dog, list",572.2
1033,86,Studio,Entire place,Woodwardberg,Guadeloupe,1,2,"another, gun, bag, subject, cost",823.86
1034,293,Apartment,Private room,Lake Jennifer,Luxembourg,3,3,"cause, explain, sell, exist, check",412.62
1035,281,Studio,Entire place,Weavermouth,Nigeria,3,3,"matter, ball, coach, quality, amount",651.42
1036,285,Apartment,Private room,Port Edward,Argentina,3,1,"white, since, shake, just, many",942.07
1037,163,Villa,Private room,Port Cristian,Algeria,4,1,"add, put, picture, return, truth",791.64
1038,114,Apartment,Entire place,South Cassandraborough,Greenland,4,1,"eight, able, parent, type, economy",528.54
1039,141,Studio,Shared room,East Katherine,Chile,2,3,"later, financial, room, else, exactly",492.69
1040,63,House,Entire place,East Sarahport,Argentina,5,3,"likely, operation, lose, serve, reduce",947.16
1041,194,Studio,Shared room,Lake Peterland,Spain,1,3,"despite, news, instead, result, article",355.26
1042,204,House,Private room,Ericside,Switzerland,4,2,"morning, operation, generation, issue, according",465.83
1043,170,Studio,Shared room,Morenobury,Taiwan,3,3,"next, bar, manager, leave, thing",245.48
1044,261,House,Shared room,Morenoberg,Holy See (Vatican City State),1,3,"contain, woman, last, actually, rich",404.57
1045,24,Apartment,Entire place,New Janetmouth,Georgia,2,1,"walk, if, voice, today, parent",800.1
1046,54,Apartment,Private room,Davidside,Nigeria,4,3,"miss, despite, race, least, to",651.02
1047,88,House,Private room,Ericaville,Trinidad and Tobago,4,1,"green, whom, market, avoid, education",323.17
1048,131,Villa,Private room,Nataliestad,Cameroon,2,1,"upon, collection, especially, other, international",485.05
1049,89,House,Shared room,Contrerasfurt,Guatemala,3,2,"point, reason, involve, fill, prepare",980.92
1050,180,Villa,Entire place,West Brian,Nicaragua,3,1,"power, professor, think, she, area",878.18
1051,79,House,Entire place,Alvinmouth,Oman,4,2,"eye, require, yeah, season, ability",725.47
1052,285,Apartment,Entire place,Kingville,Norway,3,2,"interesting, trial, citizen, easy, let",164.88
1053,56,Studio,Entire place,West Kimberlyborough,Saint Barthelemy,1,3,"future, foot, usually, if, book",461.63
1054,13,Studio,Shared room,New Chloe,Congo,1,1,"need, model, write, scene, environment",633.9
1055,109,Villa,Entire place,South Catherineview,Micronesia,3,2,"in, stay, scene, feeling, office",713.19
1056,206,Apartment,Shared room,Lake Candicechester,Romania,2,1,"surface, apply, consider, sort, hit",804.97
1057,295,Apartment,Entire place,Jeffreyborough,Lebanon,1,1,"behavior, total, recognize, significant, feeling",348.23
1058,99,Studio,Entire place,Lake Katherine,Holy See (Vatican City State),1,3,"clear, letter, despite, sea, rule",539.78
1059,297,Studio,Private room,Elizabethmouth,Cook Islands,1,2,"real, perform, task, news, trouble",252.27
1060,158,House,Shared room,Brookebury,Sudan,2,3,"simply, music, quickly, explain, report",273.9
1061,121,Studio,Entire place,Port Carol,Australia,1,3,"grow, have, possible, pattern, likely",954.18
1062,267,Villa,Private room,Hillland,Tajikistan,4,2,"ever, full, television, live, maintain",922.62
1063,208,Studio,Private room,Melanieton,Netherlands Antilles,2,2,"its, business, step, bad, agree",973.51
1064,282,Apartment,Entire place,Simmonstown,Guyana,2,2,"notice, player, although, test, individual",843.75
1065,280,Apartment,Shared room,Port Anthony,Albania,5,2,"age, position, would, the, become",482.82
1066,5,House,Private room,South William,Belgium,3,2,"ever, ball, miss, cultural, town",536.41
1067,37,House,Shared room,Lopezshire,Montenegro,3,1,"guess, put, seat, up, point",531.47
1068,29,Apartment,Private room,Rebekahburgh,Senegal,1,1,"way, radio, chance, agent, way",548.07
1069,256,House,Shared room,Nicoletown,Iraq,2,3,"sister, spring, safe, pay, student",891.57
1070,177,House,Private room,Port Mark,Rwanda,3,1,"current, result, bag, across, floor",561.16
1071,119,Villa,Private room,Charleshaven,Greenland,5,3,"get, page, sell, fear, think",493.58
1072,93,Studio,Shared room,Sandersburgh,Falkland Islands (Malvinas),2,1,"see, different, identify, history, much",751.6
1073,194,Studio,Private room,New Sandra,Tonga,3,1,"PM, throw, feeling, team, response",686.79
1074,85,House,Private room,South Markport,Iceland,3,1,"surface, finish, wear, away, ok",212.86
1075,269,Villa,Shared room,West Phillipshire,Armenia,4,3,"buy, represent, analysis, visit, live",780.17
1076,20,Studio,Private room,Jamesberg,Equatorial Guinea,5,3,"military, meet, particular, theory, stay",226.3
1077,73,House,Shared room,North Christina,Denmark,1,2,"theory, reach, case, season, fast",498.35
1078,56,Villa,Private room,Lake Brandonmouth,United States of America,3,3,"green, threat, special, interest, rock",879.46
1079,19,Studio,Shared room,South Jennifermouth,Botswana,1,1,"individual, page, foot, thing, send",628.33
1080,195,Villa,Private room,Coletown,Palestinian Territory,4,1,"miss, maybe, tax, first, hope",281.99
1081,202,Apartment,Shared room,Jenniferbury,Uruguay,1,2,"full, me, skill, family, school",960.13
1082,225,Studio,Shared room,East Mirandaberg,Mayotte,5,2,"I, help, whatever, until, pattern",500.43
1083,76,Studio,Shared room,South Rachel,Bulgaria,5,3,"receive, record, among, city, soon",948.45
1084,297,House,Private room,Rodriguezchester,Bhutan,1,1,"capital, manage, central, food, history",404.08
1085,187,Studio,Private room,Heiditon,Guam,1,2,"shake, southern, fight, stand, foot",745.6
1086,233,House,Private room,Stevenbury,Zambia,5,3,"meet, year, animal, employee, bit",373.84
1087,73,Studio,Private room,Katrinaberg,Moldova,5,2,"truth, Congress, each, subject, city",558.5
1088,177,House,Entire place,Lake Joseph,Singapore,5,3,"actually, bar, action, skill, instead",108.74
1089,183,Apartment,Shared room,North Gabrielle,Canada,4,3,"production, race, language, model, team",143.72
1090,12,House,Private room,Davidborough,Lithuania,5,2,"method, affect, from, point, try",647.82
1091,102,House,Shared room,West Heather,Puerto Rico,4,3,"capital, first, laugh, city, type",183.73
1092,295,House,Entire place,New Jeffrey,Martinique,5,1,"use, take, like, listen, play",823.02
1093,244,Apartment,Shared room,Jeffreyville,Bahamas,3,3,"police, exist, world, nothing, keep",765.61
1094,226,House,Entire place,East David,Mexico,4,1,"interview, hard, family, best, drug",473.35
1095,126,Villa,Private room,Lisashire,New Zealand,1,2,"economy, society, check, art, clearly",150.17
1096,223,House,Private room,Lake Jacquelinefort,Brazil,5,3,"particular, board, law, read, tell",262.87
1097,13,Apartment,Private room,Hoffmanshire,Kazakhstan,4,2,"true, trade, help, though, cup",731.56
1098,88,Villa,Entire place,Scottton,India,1,1,"our, fire, evening, explain, huge",992.76
1099,289,Studio,Entire place,East Phillipland,Kuwait,2,1,"story, want, her, source, quality",579.09
1100,287,Villa,Shared room,South Jeremy,Bhutan,5,2,"way, time, upon, than, at",649.34
1101,38,House,Shared room,Jamesmouth,Cuba,1,1,"decade, toward, gas, environmental, short",778.0
1102,245,Villa,Shared room,Wongshire,Zimbabwe,4,3,"prove, investment, share, approach, grow",864.2
1103,32,Villa,Private room,Lake Elaineview,Mauritania,2,1,"prove, charge, consumer, institution, carry",192.43
1104,160,Villa,Private room,Port Barbara,Korea,5,1,"force, try, yourself, provide, wrong",990.24
1105,117,Apartment,Shared room,East Bonniebury,Falkland Islands (Malvinas),1,2,"remember, my, not, increase, occur",556.6
1106,221,House,Entire place,West Randy,Liberia,2,1,"everything, realize, my, especially, almost",220.61
1107,17,House,Entire place,Andrewchester,Saudi Arabia,4,3,"among, opportunity, serious, check, every",90.74
1108,9,Apartment,Entire place,New Isaiah,Switzerland,3,2,"cost, way, interest, father, far",634.4
1109,197,Apartment,Shared room,North Tiffany,Bolivia,3,3,"performance, adult, product, plant, method",485.06
1110,181,Apartment,Entire place,Rodriguezborough,United Kingdom,2,1,"radio, far, else, share, whole",883.02
1111,157,Villa,Shared room,Myershaven,New Zealand,5,2,"very, every, charge, government, feeling",593.52
1112,145,Apartment,Private room,New Felicia,Faroe Islands,2,3,"energy, time, job, field, speak",377.9
1113,120,House,Shared room,Fisherburgh,Antarctica (the territory South of 60 deg S),3,2,"but, class, teach, compare, kid",87.1
1114,69,Apartment,Private room,Lake William,China,4,2,"movement, end, magazine, develop, laugh",396.51
1115,288,Apartment,Private room,South Heather,Anguilla,1,2,"sort, society, price, defense, interest",623.51
1116,243,Villa,Shared room,Hebertport,Saint Pierre and Miquelon,1,2,"health, level, then, focus, now",834.92
1117,285,Studio,Shared room,New Benjaminfurt,Liechtenstein,1,1,"sure, suffer, treatment, occur, common",96.44
1118,121,House,Entire place,Kerryside,Mauritania,2,1,"Republican, indeed, health, television, study",377.61
1119,60,Studio,Private room,Smithburgh,Kiribati,3,3,"receive, record, hard, thank, necessary",521.8
1120,29,House,Entire place,Port Charles,Saint Vincent and the Grenadines,3,3,"again, answer, dog, list, sure",786.29
1121,138,House,Shared room,Allenside,Uzbekistan,4,1,"why, here, manager, minute, try",687.1
1122,92,Villa,Entire place,East Jennaport,South Africa,3,2,"trip, director, contain, table, audience",329.93
1123,232,Villa,Shared room,New Alexandramouth,Burkina Faso,5,2,"recent, when, down, understand, middle",599.52
1124,279,Apartment,Shared room,South Nancy,Sao Tome and Principe,2,3,"compare, too, above, seven, show",497.69
1125,100,Studio,Entire place,New Christopher,Malaysia,5,2,"where, assume, project, land, fire",314.93
1126,156,House,Shared room,Omarview,Canada,1,1,"together, I, early, fire, contain",993.69
1127,96,Villa,Shared room,Shawnfurt,Suriname,3,1,"return, standard, believe, animal, painting",723.23
1128,48,Villa,Shared room,North Laura,Antarctica (the territory South of 60 deg S),4,1,"military, everything, such, quickly, song",557.5
1129,200,Apartment,Shared room,Richardchester,Jersey,5,3,"lot, what, technology, customer, baby",840.99
1130,295,Villa,Entire place,Atkinsmouth,Palau,2,2,"worker, scientist, letter, sign, her",364.69
1131,72,House,Entire place,North Andrea,United States Virgin Islands,4,3,"indeed, option, view, thousand, art",765.38
1132,219,Studio,Private room,Andersonside,Ecuador,4,1,"time, hospital, six, even, own",609.98
1133,145,Villa,Private room,Sanchezburgh,Colombia,4,2,"yet, keep, while, knowledge, may",228.85
1134,181,House,Shared room,Jonesview,Central African Republic,5,2,"six, raise, to, leader, matter",107.67
1135,271,Villa,Shared room,New Richardside,Romania,5,2,"group, standard, enjoy, song, only",59.89
1136,215,Apartment,Private room,New Charles,Sao Tome and Principe,3,1,"matter, under, watch, evening, control",749.2
1137,42,Apartment,Shared room,Davishaven,Cayman Islands,4,3,"property, only, people, collection, read",421.74
1138,43,Apartment,Entire place,Lake Christianberg,Ecuador,4,1,"until, record, experience, American, voice",545.76
1139,295,House,Shared room,Port Derrick,Tanzania,3,2,"husband, college, list, push, bank",451.84
1140,47,Studio,Private room,North Michaelshire,Tokelau,5,3,"serious, drug, state, speak, week",732.06
1141,150,Villa,Shared room,South Laura,Dominican Republic,1,1,"husband, arrive, more, quite, value",151.54
1142,113,Studio,Private room,Christietown,Indonesia,4,3,"federal, hold, figure, carry, building",800.46
1143,156,Villa,Entire place,Stephenfurt,Saint Martin,1,2,"hit, conference, heart, degree, wear",482.58
1144,40,Studio,Shared room,North Thomas,Trinidad and Tobago,3,3,"society, high, brother, necessary, sport",459.95
1145,71,Villa,Shared room,Paulberg,Thailand,4,3,"any, receive, book, early, agree",564.95
